RECORD,hbpermin,Pseg,PQseg,QRSseg,QRseg,QTseg,RSseg,STseg,Tseg,PTseg,ECGseg,QRtoQSdur,RStoQSdur,RRmean,PPmean,PQdis,PonQdis,PRdis,PonRdis,PSdis,PonSdis,PTdis,PonTdis,PToffdis,QRdis,QSdis,QTdis,QToffdis,RSdis,RTdis,RToffdis,STdis,SToffdis,PonToffdis,PonPQang,PQRang,QRSang,RSTang,STToffang,RRTot,NNTot,SDRR,IBIM,IBISD,SDSD,RMSSD,QRSarea,QRSperi,PQslope,QRslope,RSslope,STslope,NN50,pNN50,ECG_signal
351,65.4761904761905,0.0538271604938272,0.0586172839506173,0.0119506172839506,0.00607407407407407,0.113530864197531,0.00587654320987654,0.10158024691358,0.109086419753086,0.172148148148148,0.232246913580247,NaN,NaN,228.976744186047,228.976744186047,13.078203564518,17.6531860252561,13.078203564518,17.6531860252561,13.078203564518,17.6531860252561,38.1895828700285,42.8139761119908,47.4215197257067,0,0,25.2024583438757,34.4320144952192,0,25.2024583438757,34.4320144952192,25.2024583438757,34.4320144952192,52.0465456000062,12.2542605039371,NaN,NaN,NaN,NaN,44,80,41.4338859030574,182.925,45.7031965581502,65.9780764797195,232.695329302222,0,0,-0.10972738789605,NaN,NaN,0.0360690251323605,15,18.75,AFF
352,57,0.0501234567901235,0.0586172839506173,0.012,0.00607407407407407,0.117925925925926,0.00592592592592593,0.105925925925926,0.135061728395062,0.176543209876543,0.254765432098765,NaN,NaN,258.891891891892,258.891891891892,13.0509117381085,16.4709786560176,13.0509117381085,16.4709786560176,13.077830370452,16.497993567857,40.5151882976046,43.9470479115288,62.1090518532748,0,0.0270270271397366,27.52465323485,49.1154275214318,0.0270270271397366,27.52465323485,49.1154275214318,27.497637714136,49.0884036067327,65.541166801385,NaN,NaN,NaN,NaN,1.62246736386608,38,80,3.1774865452224,196.1625,42.9847930177094,3.91223153143517,258.91139045648,0,0.0540540542794733,-0.0880032573714643,NaN,NaN,0.0282810650233255,0,0,AFF
353,124.876114965312,0.0601904761904762,0.0993333333333333,0.0929047619047619,0.0455714285714286,0.182285714285714,0.0473333333333333,0.0893809523809524,0.094047619047619,0.281619047619048,0.378190476190476,0.0019638539384088,0.0020361460615912,120.180722891566,119.927710843373,24.6711208060803,31.5104575198362,36.0654931039782,42.9097418667498,47.9066170399616,54.7486816207851,70.3494906543188,77.1928147143096,87.7351088177513,11.4607063637643,23.2413624129247,45.6898154702745,63.073996498348,11.8975092755199,34.2960258242563,51.6803852292127,22.4509330601823,39.8334891488714,94.5783427239749,NaN,-7.54052670076657,11.3948738889513,-6.6461227061101,1.58009656658576,84,83,28.4554797392044,120.180722891566,28.6284629722586,37.3367156976063,123.503524168048,13.391861751214,46.5995780522089,-0.0274715985868196,0.10454812491641,-0.0950419045108034,0.0212712038237095,24,28.9156626506024,AFF
354,81.7641228939544,0.0579047619047619,0.0704761904761905,0.0316666666666667,0.0156666666666667,0.127380952380952,0.016,0.0957142857142857,0.12847619047619,0.197857142857143,0.298952380952381,NaN,NaN,182.777777777778,182.777777777778,13.0594261521011,20.5014039711812,13.0594261521011,20.5014039711812,13.0594261521011,20.5014039711812,38.4473760008584,45.9262324896413,57.946314971928,0,0,25.4561580844944,44.9522698425406,0,25.4561580844944,44.9522698425406,25.4561580844944,44.9522698425406,65.4262269863594,NaN,NaN,NaN,NaN,NaN,55,83,43.7961044549866,159.626506024096,40.2007656854675,50.6142406126437,187.951628923015,0,0,-0.0950882940488983,NaN,NaN,0.0301797855547342,17,20.4819277108434,AFF
355,106.5,0.0725238095238095,0.0623809523809524,0.0140952380952381,0.00695238095238095,0.112333333333333,0.00714285714285714,0.0982380952380952,0.164571428571429,0.174714285714286,0.320761904761905,NaN,NaN,140.671428571429,140.671428571429,13.0830776590405,25.1183851455472,13.0830776590405,25.1183851455472,13.0830776590405,25.1183851455472,38.0040416410557,50.1000187504745,64.5875475195912,0,0,25.0168473599021,51.5952395910525,0,25.0168473599021,51.5952395910525,25.0168473599021,51.5952395910525,76.685719899,8.89516475252584,NaN,NaN,NaN,NaN,71,83,2.60066710437055,136.21686746988,4.76580922371727,3.09975573429042,140.695466471789,0,0,-0.113190395855352,NaN,NaN,0.0367023123254427,0,0,AFF
356,70.5,0.0698095238095238,0.0827142857142857,0.0662857142857143,0.0332857142857143,0.138666666666667,0.033,0.0723809523809524,0.110761904761905,0.221380952380952,0.329095238095238,0.0020182053654024,0.0019817946345976,210.717391304348,210.717391304348,22.0934810822218,28.7861908496645,33.8790298993476,40.5748693482411,45.4214044831592,52.1146529407169,58.8698352464942,65.5657252316211,73.3696433803157,11.85782786753,23.3285722957202,36.7893627283713,51.2844216547789,11.6641011930023,25.0079178375794,39.5103465016659,13.4969926201718,27.9671976577634,80.0652226804728,NaN,-7.84418864861858,14.6951753206537,-12.6798241047921,5.5803723683877,47,83,6.7972598170729,175.253012048193,27.0457036631534,3.36972724836819,210.826994806477,17.5064941901483,46.8505013562525,-0.0243262688842672,0.113070459067393,-0.144910835089795,0.0775681368797767,0,0,AFF
357,73.5,0.0631428571428571,0.0839047619047619,0.0659523809523809,0.033,0.157047619047619,0.0329523809523809,0.0910952380952381,0.107142857142857,0.240952380952381,0.337714285714286,NaN,NaN,182.791666666667,182.75,22.0922086718726,29.3987511154717,33.2339219537733,40.5445717077506,44.2135148812135,51.5224647244406,66.1877974217346,73.5002197758746,76.1254318805093,11.1655877533058,22.125375757711,44.1072694270866,54.0428394149678,10.997199835204,32.9607374465419,42.8985174600896,21.9849719161322,31.9182286807116,83.4375256423988,NaN,NaN,NaN,NaN,2.15962594701472,49,83,138.888288193145,160.686746987952,107.599757197726,167.097911677307,229.57079518092,7.82881456436343,44.2881633462208,-0.0261272284081046,NaN,NaN,0.0199392695163723,19,22.8915662650602,AFF
358,63,0.0776666666666667,0.0932380952380952,0.0689047619047619,0.0339523809523809,0.16647619047619,0.034952380952381,0.0975714285714286,0.115571428571429,0.259714285714286,0.372904761904762,0.0019648033126294,0.0020351966873706,233.560975609756,233.536585365854,26.3027735060284,36.0291583792397,37.7887713498226,47.5213669309394,49.6872084377773,59.4168221312795,74.7804986774009,84.5122575014315,90.0001318761616,11.5880669386187,23.3903688891273,48.4926940567471,63.7099083713545,11.9897321624264,37.009333091687,52.2280713253335,25.1050299241542,40.3201549880605,99.7317081239215,2.42780441497412,-9.13283364981555,14.4631124183514,-8.3140619523651,1.82813873819841,42,83,5.50409506302532,186.493975903614,33.5081894751176,5.02935134982634,233.625821325991,17.3244399404802,46.9681679901724,-0.027701965789502,0.132476361941637,-0.121319392097396,0.0243868237234784,1,1.20481927710843,AFF
359,69,0.0574761904761905,0.109428571428571,0.0711428571428571,0.0352380952380952,0.167761904761905,0.0359047619047619,0.0966190476190476,0.121619047619048,0.277190476190476,0.380714285714286,NaN,NaN,218.466666666667,218.555555555556,33.7366695240276,41.7119713077154,45.825744466427,53.8014762858579,58.1144480770152,66.0898246726877,82.5334520641834,90.5111269006296,94.8223941082509,12.0984822426378,24.377866940431,48.8010444839521,61.0894598284014,12.3011164460984,36.7126989149081,49.0014612604304,24.4244139220357,36.7121651973646,102.800000552539,0.933950416265092,NaN,NaN,NaN,0.998933693295725,46,83,19.3236757487918,182.843373493976,30.0221576183561,32.2012653105946,219.31960443355,6.39085883588117,48.7774656291672,-0.0090966330344899,NaN,NaN,0.0123542070825873,1,1.20481927710843,AFF
360,58.5,0.0680952380952381,0.0945238095238095,0.0708571428571429,0.0346190476190476,0.16752380952381,0.0362380952380952,0.0966666666666667,0.119047619047619,0.262047619047619,0.374285714285714,0.00194700854700855,0.00205299145299145,252.578947368421,252.552631578947,25.7504862191317,34.1095043963467,37.4776072172356,45.8498187170899,49.8739580328959,58.2385281062775,74.3424384437336,82.7105657021104,90.8163646132102,11.8178651612425,24.1317684242056,48.6091909978014,65.0809989289375,12.4611342176555,36.8763049622696,53.3491208605537,24.4792805328119,40.9495471778708,99.1842137350749,3.92188937611387,-8.53956437952024,12.5653946844808,-7.10214598292421,1.57582372237406,39,83,6.8002770026683,198.373493975904,37.1893716626681,9.62685858085936,252.670473979554,16.0122402550098,48.4107678031037,-0.0324736247869229,0.117133396883368,-0.103101177751791,0.0212331473365898,3,3.6144578313253,AFF
361,75,0.0531428571428571,0.101333333333333,0.0839523809523809,0.0410952380952381,0.17347619047619,0.0428571428571429,0.0895238095238095,0.112333333333333,0.274809523809524,0.38152380952381,0.00195408866995074,0.00204591133004926,198.489795918367,198.448979591837,29.337450178653,38.4543911523299,43.6587946342303,52.7826674386739,58.6587403893211,67.778699327327,79.9796049443742,89.1022635980554,92.7144951987721,14.4056497034619,29.3266012594961,50.6599511709665,63.3906319897203,15.0770891473471,36.3327388006898,49.06952810899,21.3436556475388,34.0669194250596,101.836745306847,NaN,-7.56813768784126,11.7929098174163,-8.08130499635524,3.35574616442673,50,83,6.25682467873213,170.493975903614,22.1752377484939,6.0736223860962,198.588385709677,22.1783754225584,58.8093401103051,-0.0272778317290759,0.105209835592365,-0.101355258660553,0.0400603582569887,1,1.20481927710843,AFF
362,81.8452380952381,0.0674285714285714,0.0653333333333333,0.0141428571428571,0.007,0.112380952380952,0.00714285714285714,0.0982380952380952,0.102095238095238,0.177714285714286,0.263714285714286,NaN,NaN,182.296296296296,182.296296296296,14.2372157734538,23.6675679939787,14.2555986948917,23.6860708049293,14.2555986948917,23.6860708049293,39.1512396341462,48.6675806984656,45.082103098339,0.0185185185251174,0.0185185185251174,25.0499863914747,30.9574277532989,0,25.0314896212793,30.9389176132497,25.0314896212793,30.9389176132497,54.5926332549082,11.7928300257436,NaN,NaN,NaN,6.35082446185832,55,83,45.9515161679616,163.361445783133,40.3315227608108,64.8697849514241,187.998620956329,0,0.0370370370502347,-0.123624947868531,NaN,NaN,0.0501839316918158,17,20.4819277108434,AFF
363,72.9166666666667,0.0671428571428571,0.0631904761904762,0.0140952380952381,0.00695238095238095,0.112333333333333,0.00714285714285714,0.0982380952380952,0.106238095238095,0.17552380952381,0.265095238095238,NaN,NaN,204.6875,204.6875,13.3089234603439,22.8302162189463,13.3089234603439,22.8302162189463,13.3089234603439,22.8302162189463,38.2111530783239,47.8132693981165,45.5275551957033,0,0,25.0273158070873,32.3237145699632,0,25.0273158070873,32.3237145699632,25.0273158070873,32.3237145699632,55.12502495889,11.4121975217081,NaN,NaN,NaN,5.17627625784451,49,83,4.02158887547364,176.144578313253,22.0536581402118,4.43840190816645,204.727003185543,0,0,-0.123516059037333,NaN,NaN,0.0466871234479075,0,0,AFF
364,69.9404761904762,0.0594285714285714,0.081047619047619,0.0398571428571429,0.020047619047619,0.129333333333333,0.0198095238095238,0.0894761904761905,0.108952380952381,0.210380952380952,0.297,NaN,NaN,214.478260869565,214.978260869565,21.3908554940097,27.4185075319585,27.3698144744896,33.3975727776173,33.1523128333484,39.1799200668039,54.0878649685688,60.1304643238648,63.7620201984509,5.98826055803557,11.76150784525,32.7223285450352,42.3946125406097,5.80145509207821,26.7449341859708,36.4175541684396,20.9651050402125,30.6350907454786,69.8043583111914,NaN,NaN,NaN,NaN,2.32992348395364,47,83,55.3544857498252,181.710843373494,48.1790165502594,87.6658808583286,221.506305730245,4.38960721625181,23.5512234953638,-0.040162133622168,NaN,NaN,0.0284991275459827,21,25.3012048192771,AFF
365,82.5,0.0581904761904762,0.0977142857142857,0.0714761904761905,0.0356666666666667,0.168380952380952,0.0358095238095238,0.0969047619047619,0.116428571428571,0.266095238095238,0.360095238095238,0.00200158102766798,0.00199841897233202,180.333333333333,180.277777777778,26.5225774515944,34.0580015144212,37.4861107517778,45.0231841723673,48.4283810403257,55.9646270060195,72.9074132418121,80.444473958066,84.0555971563675,11.0118137643071,21.9074740888401,46.3911252535617,57.5382385653444,10.9963606488316,35.4307557578977,46.5788342665382,24.4864542076133,35.6319434422606,91.5925987318377,NaN,-6.32640218692771,10.7851196898867,-6.62555855231879,1.60869792254236,55,83,38.4929045890759,162.084337349398,34.5697238428424,56.4177824815481,184.395810187799,11.3582302816575,43.9156485019788,-0.0177666522093762,0.0929470851470961,-0.0959043317005155,0.0200576571051958,19,22.8915662650602,AFF
366,58.0357142857143,0.0466190476190476,0.0728095238095238,0.0308095238095238,0.0153333333333333,0.133380952380952,0.0154761904761905,0.102571428571429,0.16052380952381,0.206190476190476,0.318952380952381,NaN,NaN,257.578947368421,257.578947368421,13.0649643101356,13.8494776812863,13.0649643101356,13.8494776812863,13.0649643101356,13.8494776812863,40.6870500029214,41.4762062108667,69.1326193154693,0,0,27.6964176237831,56.1391585746815,0,27.6964176237831,56.1391585746815,27.6964176237831,56.1391585746815,69.9219748967853,NaN,NaN,NaN,NaN,1.49342452964093,39,83,3.63196031559708,197.493975903614,40.9772404710621,3.78436289004697,257.604552101002,0,0,-0.0996235740387786,NaN,NaN,0.029617138244493,0,0,AFF
367,65.4761904761905,0.0440952380952381,0.077047619047619,0.0728571428571429,0.036,0.17047619047619,0.0368571428571429,0.0976190476190476,0.112571428571429,0.24752380952381,0.33047619047619,0.0019703557312253,0.0020296442687747,229,229,16.928433999574,20.4838942558485,28.0357281428055,31.5940223766428,39.4934264985496,43.0507990282851,64.4883846822906,68.0465456543166,74.6280146321152,11.2294757426668,22.5819719320513,47.5873486924107,57.7246480839956,11.5544673735471,36.474739237553,46.6140693775282,25.0071154747635,35.1430816447544,78.1861140571532,NaN,-11.276310938699,15.2738858958833,-8.49870940062737,NaN,44,83,41.4521298580355,187.819277108434,42.3123739798526,66.0091083181131,232.721462417559,17.0689627027017,45.3659150482652,-0.0548033198285684,0.143050089536383,-0.125150951247591,0.0238366600621229,15,18.0722891566265,AFF
368,101.190476190476,0.0547142857142857,0.072,0.0285714285714286,0.0144761904761905,0.132666666666667,0.0140952380952381,0.104095238095238,0.141333333333333,0.204666666666667,0.308619047619048,NaN,NaN,148.477611940299,148.477611940299,16.066094832458,22.238910241601,18.4245465392037,24.5977034144859,20.6034366827292,26.7763170895929,47.2562929230493,53.4627339415518,67.0312244009938,2.36662411022839,4.5374750254534,31.2481583290121,51.0210303630093,2.19170474405955,28.8904753141418,48.6638273079275,26.7123434477211,46.4843714662766,73.2388283004865,NaN,NaN,NaN,NaN,1.73749553427088,68,83,49.0328425448547,142.44578313253,44.6559168580139,69.1266255369573,156.364384997103,2.68510504144824,9.09580387974134,-0.0826554642540173,NaN,NaN,0.0286591870696337,25,30.1204819277108,AFF
369,58.0357142857143,0.0635238095238095,0.0821904761904762,0.0603333333333333,0.0307619047619048,0.140952380952381,0.0295714285714286,0.0806190476190476,0.109285714285714,0.223142857142857,0.319571428571429,0.00205949605949606,0.00194050394050394,258.657894736842,258.657894736842,21.6658271267616,29.6351385993321,32.8500987286005,40.8246588418454,43.401425782517,51.3723484786665,57.8421319402607,65.8158355148047,69.8685615248113,11.2609004773979,21.7375873287145,36.1881656148736,48.2126257507714,10.6569675164468,25.0120617839607,37.0366326633413,14.4649165169016,26.4814430615993,77.8421064898979,2.45075233738575,-8.19815035935132,14.6611113586465,-10.8233272390529,3.47836354006742,39,83,3.3108777321642,196.168674698795,42.5989310853227,3.76947099926727,258.679083849183,15.1662848649207,43.6554553225592,-0.0269134096786067,0.116723125439633,-0.140645576911779,0.0492365215295969,0,0,AFF
370,122.388059701493,0.0507619047619048,0.0550952380952381,0.00338095238095238,0.00166666666666667,0.139095238095238,0.00171428571428571,0.135714285714286,0.124952380952381,0.194190476190476,0.279,NaN,NaN,122.296296296296,121.975308641975,13.0263383759794,18.0466595966133,13.0263383759794,18.0466595966133,13.0263383759794,18.0466595966133,47.5689323637379,52.6050687261945,63.8032557050802,0,0,34.5719038022091,50.805214690077,0,34.5719038022091,50.805214690077,34.5719038022091,50.805214690077,68.8395932053578,NaN,NaN,NaN,NaN,NaN,82,83,33.4074895293398,121.373493975904,33.2158251996371,45.4676378729971,126.777144803172,0,0,-0.0630063747865529,NaN,NaN,0.0152366488056846,25,30.1204819277108,AFF
371,90,0.0490952380952381,0.0565714285714286,0.0105714285714286,0.00533333333333333,0.122619047619048,0.00523809523809524,0.112047619047619,0.118095238095238,0.179190476190476,0.247428571428571,NaN,NaN,163.033898305085,163.033898305085,13.5867811643079,17.984226035507,14.8920503154691,19.2899120430795,16.1463673791962,20.543908904015,43.0365363367852,47.4746249586431,53.9519743954874,1.31073787029395,2.55970349401266,29.5201544640691,40.430952536389,1.26517298621844,28.215427679744,39.1264803742412,26.9631415863341,37.8724189104329,58.3898716666955,11.6880178096531,NaN,NaN,NaN,2.41459452399617,60,83,51.4346602461193,149.915662650602,45.0256201454964,64.8248463287479,170.954895429135,1.53788451621274,5.13561435052505,-0.093796639275511,NaN,NaN,0.0327068141851893,23,27.710843373494,AFF
372,96,0.0656666666666667,0.0550952380952381,0.00338095238095238,0.00166666666666667,0.108809523809524,0.00171428571428571,0.105428571428571,0.156571428571429,0.163904761904762,0.291142857142857,NaN,NaN,154.730158730159,154.730158730159,13.082264938586,23.6217218567508,13.082264938586,23.6217218567508,13.082264938586,23.6217218567508,38.0676007069138,48.6666767427903,62.97029163474,0,0,25.0798584382909,49.9780366215757,0,25.0798584382909,49.9780366215757,25.0798584382909,49.9780366215757,73.5714391732505,9.32343282767904,NaN,NaN,NaN,NaN,64,83,3.76789423404263,145.746987951807,8.53853974784508,3.27733045345517,154.776028659541,0,0,-0.112577785030303,NaN,NaN,0.0361164568030871,0,0,AFF
373,67.5,0.0478095238095238,0.0550952380952381,0.00338095238095238,0.00166666666666667,0.108619047619048,0.00171428571428571,0.105238095238095,0.106952380952381,0.163714285714286,0.223666666666667,NaN,NaN,219.590909090909,219.590909090909,13.0801474145846,15.3191681461283,13.0801474145846,15.3191681461283,13.0801474145846,15.3191681461283,38.0033627141961,40.2527917682466,41.1399282382834,0,0,25.0176844474573,28.150890173355,0,25.0176844474573,28.150890173355,25.0176844474573,28.150890173355,43.389317736787,NaN,NaN,NaN,NaN,2.80500051432486,45,83,3.94460610902684,180.21686746988,28.9866460256454,5.54289043703475,219.626335562763,0,0,-0.110931424668935,NaN,NaN,0.0375198648331674,0,0,AFF
374,60,0.0531904761904762,0.0550952380952381,0.00338095238095238,0.00166666666666667,0.111238095238095,0.00171428571428571,0.107857142857143,0.113619047619048,0.166333333333333,0.233666666666667,NaN,NaN,252.923076923077,252.923076923077,13.0943207765482,17.461341296218,13.0943207765482,17.461341296218,13.0943207765482,17.461341296218,39.3899383209154,43.8205351854926,44.4413706465903,0,0,26.4007550765997,31.4480142774661,0,26.4007550765997,31.4480142774661,26.4007550765997,31.4480142774661,48.8718594271408,14.9038008273401,NaN,NaN,NaN,2.56414945408604,40,83,5.64952739291647,195.698795180723,39.6562804743543,8.23465583899555,252.986165629664,0,0,-0.120460309925474,NaN,NaN,0.0349436589808344,0,0,AFF
375,70.5,0.060952380952381,0.0557142857142857,0.00452380952380952,0.00223809523809524,0.109666666666667,0.00228571428571429,0.105142857142857,0.105428571428571,0.165380952380952,0.242619047619048,NaN,NaN,209.717391304348,209.717391304348,13.3884707927467,21.9132951029041,13.649444356517,22.1742949840874,13.910252888157,22.4350802202572,38.7637955680668,47.3703190958805,44.5722222787285,0.262390514009322,0.521785183476792,25.5067010683096,31.2952178598955,0.263226089485572,25.2459082571945,31.034520526721,24.9852702591307,30.7736281963272,53.1740862627488,NaN,NaN,NaN,NaN,5.85327732641059,47,83,64.2294335357641,176.33734939759,54.2154438870145,72.4180729096723,219.332634023818,0.380124238847182,1.04740178697169,-0.126542420477016,NaN,NaN,0.0478668694711441,3,3.6144578313253,AFF
376,75,0.0615238095238095,0.0709047619047619,0.0503333333333333,0.0255714285714286,0.148238095238095,0.0247619047619048,0.0979047619047619,0.108142857142857,0.219142857142857,0.303428571428571,NaN,NaN,198.265306122449,198.244897959184,19.6740830402514,26.9453788855883,29.6907179568825,36.9682169023793,39.3638653039162,46.637970734703,61.2457557563461,68.5306689510036,72.8581077338729,10.0691810412651,19.6940551032742,41.596825939437,53.2072855512199,9.72503493765673,31.5790771746328,43.1908660102557,21.9067237540177,33.5146573401042,80.1428771900463,NaN,NaN,NaN,NaN,2.3069327417005,50,83,79.8454567248517,171.409638554217,65.1199332719967,117.645475473159,213.739160126142,11.0409770911171,39.488271082196,-0.0419535903889556,NaN,NaN,0.027686522566148,23,27.710843373494,AFF
377,81,0.0582380952380952,0.0562857142857143,0.00580952380952381,0.00295238095238095,0.111285714285714,0.00285714285714286,0.10547619047619,0.104809523809524,0.167571428571429,0.239238095238095,NaN,NaN,184.641509433962,184.641509433962,13.5454272791711,20.9580228123589,14.0549224454042,21.4675437216179,14.5078157044813,21.9204008073847,39.530450780485,47.0004995748351,47.4763826845469,0.510255473077463,0.962396979346891,26.0759782262743,34.0081290389984,0.455058235906908,25.5665500808735,33.4988607480239,25.1142027193671,33.0460382231938,54.9434244875944,NaN,NaN,NaN,NaN,4.15334638643743,54,83,43.9489817168501,164.89156626506,38.7366628823696,64.4936668373739,189.799894625893,0.477360743858918,1.92771068833126,-0.104144300651834,NaN,NaN,0.0394818671293748,19,22.8915662650602,AFF
378,73.5,0.0616666666666667,0.0566666666666667,0.00485714285714286,0.00247619047619048,0.109857142857143,0.00238095238095238,0.105,0.0977142857142857,0.16652380952381,0.23852380952381,NaN,NaN,204.541666666667,204.541666666667,13.7747726627373,22.8103153557658,14.128994284298,23.1645764656419,14.4206928209378,23.4562190763329,39.2124217144661,48.3339086537067,45.6328275601037,0.3547150616497,0.645924897158728,25.5678144730783,31.9703027152719,0.293266654445443,25.2136316224555,31.6162536288755,24.9225223448153,31.3246344078107,54.7500287636573,12.0620135161809,NaN,NaN,NaN,5.18615056377956,49,83,4.57328443851413,175.481927710843,22.5070182060725,6.11937974885023,204.592786611193,0.3980508903603,1.29390661325387,-0.12612523575375,NaN,NaN,0.0461937971127521,1,1.20481927710843,AFF
379,88.5,0.0502857142857143,0.0825714285714286,0.0615238095238095,0.031047619047619,0.142571428571429,0.0304761904761905,0.081047619047619,0.0865714285714286,0.225142857142857,0.293619047619048,0.002020434367892,0.00197956563210801,167.948275862069,167.98275862069,22.715175057718,28.901711755225,33.1809087658508,39.3707370538791,43.4034140144454,49.5911196457294,59.8276174914205,66.0173293327752,68.7242523288128,10.5422968995689,20.6908657048672,37.1248621842486,46.0193063272651,10.3300548315473,26.664968342774,35.5620119269835,16.44948682718,25.3359824915582,74.9138211973425,NaN,-8.61396071027923,15.083495908621,-10.9215326163897,3.88579283684742,59,83,24.9747613386775,155,23.6594229152557,36.361789664628,169.795059024006,14.1819116320153,41.5632174359834,-0.0298971513287387,0.121061558967953,-0.143795722994814,0.0478645812598326,17,20.4819277108434,AFF
380,63.9880952380952,0.0523809523809524,0.0637142857142857,0.0234285714285714,0.0116666666666667,0.129,0.0117619047619048,0.105571428571429,0.102714285714286,0.192714285714286,0.264285714285714,NaN,NaN,234.833333333333,234.833333333333,14.4407618731398,21.1095053098856,15.5113866978803,22.1808962806216,16.5831334549871,23.2522868308245,44.9299447016425,51.6193414026196,55.3110195971091,1.07282200198317,2.14287444472534,30.5313597358,40.9101145199122,1.07303753404174,29.459956916182,39.8388248186616,28.3888849922064,38.7673292370421,62.0002106401909,NaN,NaN,NaN,NaN,NaN,43,83,100.840023390816,188.240963855422,79.5000756912598,120.764686306286,255.56878675203,0.835005313587804,4.28873398075025,-0.0690569047186656,NaN,NaN,0.0230099856866919,16,19.2771084337349,AFF
381,98.5564957690393,0.0541904761904762,0.0565238095238095,0.00595238095238095,0.003,0.121428571428571,0.00295238095238095,0.11547619047619,0.11652380952381,0.177952380952381,0.25047619047619,NaN,NaN,151.292307692308,151.292307692308,13.4758430859975,20.0210258225161,13.9066583018827,20.4518485845601,14.3066078445733,20.8517922705541,42.6005007351197,49.1539572822083,53.7389481723192,0.432143045560212,0.830784480437176,29.1415782332258,40.279001053389,0.402097135681332,28.7108677092893,39.8483799056158,28.3110257272729,39.4483093235218,60.2923540612607,NaN,NaN,NaN,NaN,1.17457788015159,66,83,45.5012165777924,142.650602409639,41.2351356391017,56.4741367795914,157.986464853553,0.391747255835886,1.66502466167872,-0.0459494953264696,NaN,NaN,0.0152458931195602,18,21.6867469879518,AFF
382,57,0.0633333333333333,0.0798571428571429,0.0453333333333333,0.0229047619047619,0.155047619047619,0.0224285714285714,0.109714285714286,0.11147619047619,0.234904761904762,0.312,0.00202517162471396,0.00197482837528604,257.972972972973,258.054054054054,26.3035342705327,34.7338372454366,37.6577318119093,46.08967338564,48.6806246746138,57.1117607084375,74.270273236385,82.7027396867706,86.4595079753408,11.4370004502037,22.3787216960152,47.9765374888358,60.1640786539297,11.1311492287271,36.6305879620469,48.8194337418156,25.6043866705684,37.7885960313753,94.8919064653929,NaN,-8.23990459448233,14.8158908678023,-9.40828377903227,2.10551933519617,38,83,2.41041082610846,192.180722891566,44.2241959062728,2.84908475665735,257.984233752501,16.2731895267027,44.9468713749459,-0.0217296598846425,0.122712595745444,-0.137367084239413,0.0277140605092667,0,0,AFF
383,82.5,0.0538571428571429,0.0707142857142857,0.0214285714285714,0.011047619047619,0.13147619047619,0.0103809523809524,0.110047619047619,0.108047619047619,0.202190476190476,0.272761904761905,NaN,NaN,182.037037037037,182.277777777778,18.5677666465497,24.6704856568197,21.7329939422256,27.8373868679449,24.6412914589305,30.7445941894977,50.8151891326796,56.9260278959079,61.648765211601,3.17269911751808,6.07435636946424,32.2627193954202,43.0943287978898,2.91700606341626,29.0961891289057,39.9284408169563,26.1904612995522,37.0209123342028,67.7592941827756,NaN,NaN,NaN,NaN,NaN,55,83,189.497284546455,166.566265060241,154.289186205093,270.639324565784,262.76739467389,2.36869861647468,12.1640615503986,-0.0373320584630424,NaN,NaN,0.0186006280964405,19,22.8915662650602,AFF
384,63,0.0517619047619048,0.0645714285714286,0.0151904761904762,0.00757142857142857,0.11947619047619,0.00761904761904762,0.104285714285714,0.0979523809523809,0.184047619047619,0.243333333333333,NaN,NaN,238.19512195122,238.19512195122,15.3745617056146,19.8789024821777,16.8873787048077,21.3921023277365,18.4972689974119,23.0015959408713,41.8826427734283,46.4391595334133,49.12660436681,1.52506917369944,3.12299235416467,26.6013077942647,33.8403702000091,1.63329603841912,25.0894046719741,32.3295978398977,23.4863372143716,30.7202677414964,53.6830350441363,14.1344591460322,NaN,NaN,NaN,3.17664449530884,42,83,7.61327310846999,209.024096385542,21.3179579225773,13.1539917895672,238.316759899048,2.48155764233121,6.28135756628323,-0.105973589022353,NaN,NaN,0.0448070377861045,7,8.43373493975904,AFF
385,85.5,0.0538095238095238,0.0566190476190476,0.00595238095238095,0.0029047619047619,0.114047619047619,0.00304761904761905,0.108095238095238,0.120190476190476,0.170666666666667,0.251142857142857,NaN,NaN,171.75,171.75,13.3225618237444,20.0152170487288,13.5189941467764,20.2116592803206,13.7511294820616,20.4437880650906,39.2338669666698,45.9467855096511,53.0727575893034,0.196685550734466,0.428572398469488,25.9539461100659,39.7912214546137,0.232401566725593,25.757515694016,39.5948134968537,25.5254049139586,39.3626576453823,59.7860100461186,NaN,NaN,NaN,NaN,NaN,57,83,59.3278572245547,160.734939759036,49.8660482422263,59.5657175793577,181.708164766631,0.125626545277271,0.857659515929548,-0.0735680193874133,NaN,NaN,0.0238537578501259,20,24.0963855421687,AFF
